,Data_ID,User_ID,Gender,Age,MBTI,Q_number,Answer
5329,6662,112,1,40,ENFJ,2,"<중립> 저는 호기심이 많은 편이라 관심사가 다양하긴 하지만 경우에 따라 깊게 탐구할 때도 있고, 가볍게 알고 넘어갈 때도 있습니다. 요즘에는 여행 유튜브를 보다가 스페인에 매력을 느껴서 스페인어를 공부하고 있습니다."
5330,6663,112,1,40,ENFJ,3,"<중립> 다른 사람이 울고 있는 이유가 다양하겠지만, 슬픈 일이거나 너무 힘든 상황을 얘기하면서 울거나 혹은 너무 기뻐서 울 경우에 저도 그 감정이 느껴지면서 같이 울게 되는 것 같습니다."
5331,6664,112,1,40,ENFJ,4,"<그렇다> 저는 일을 시작하기 전에 미리 계획을 세우는 편인데, 제 계획대로 되는 경우보다 예상치 못한 변수들을 많이 겪다 보니 이제는 처음 계획 이외에 대비책도 세우고 있습니다."
5332,6665,112,1,40,ENFJ,5,"<중립> 저는 압박감이 심한 환경에서 긴장은 하지만 보통 평정심을 유지하려고 노력하는 편이고, 평정심을 찾게 되면 오히려 그 상황을 헤쳐나가는 것을 즐기는 것 같습니다. 최근에는 마감일에 맞춰서 정해진 수량을 작업해서 제출해야 하는 상황이 있었는데, 처음에 시작하고 적응하기까지 마음이 많이 흔들렸지만 결국 기한 안에 제출을 끝낸 경험이 있습니다."
5333,6666,112,1,40,ENFJ,6,"<그렇다> 파티나 행사에 갈 경우 보통 이미 알고 있는 사람을 만나러 가는 게 목적인 경우가 많고, 그 사람들과 먼저 대화를 마친 이후라면 새로운 사람과 대화하는 것도 가능합니다. 꼭 필요한 경우라면 새로운 사람에게 먼저 나 자신을 소개하는 게 어렵지는 않습니다."
5334,6667,112,1,40,ENFJ,7,"<아니다> 프로젝트가 여러 개 있을 경우 하나의 프로젝트만 붙잡고 있기엔 다른 프로젝트의 내용이나 진행 상황이 궁금해서 진행 중인 하나의 프로젝트에 온전히 집중할 수 없습니다. 지금도 메인으로 진행 중인 라벨링 프로젝트가 있는데, 하루 중 대부분의 시간을 메인 프로젝트에 할애하지만 동시에 다른 프로젝트들도 놓치지 않고 참여하고 있습니다. "
5335,6668,112,1,40,ENFJ,8,"<그렇다> 저는 감정을 잘 표현하고 해소하는 것이 건강한 것이라고 생각하기 때문에 기쁨과 슬픔을 감추려고 노력하는 편이 아닌 것 같습니다. 그렇지만 화가 나는 상황에는 오히려 그 상황에 참고 좋게 넘어가는데, 그 이후에는 내가 참았던 그 상황이 자꾸 생각나면서 마음이 더 힘들기도 합니다. "
5336,6669,112,1,40,ENFJ,9,"<그렇다> 저는 매년 연초가 되면 달력이나 다이어리에 1년의 일정을 정리하고, 여행, 명절, 제사, 장보기 등의 일정에도 휴대폰 메모 앱이나 포스트잇을 활용해서 준비 목록들을 적고 하나씩 지워하면서 준비하곤 합니다. "
5337,6670,112,1,40,ENFJ,10,"<그렇다> 저는 잔잔하게 실수가 많은 편이라 실수할 때마다 왜 맨날 그러는지 자책할 때가 있습니다. 예를 들어 음식을 먹다가 흘리거나 물건을 잘 떨어트리거나 하는 작은 실수를 종종 하며, 실수하지 않기 위해 어떤 정보를 전달해야 할 경우에 검색을 통해 여러 번 확인한 후에 전달하고, 맞춤법을 틀리지 않으려고 맞춤법을 찾아보고 적기도 합니다."
5338,6671,112,1,40,ENFJ,11,"<그렇다> 저는 관심이 가는 사람에게 말문을 열기가 어렵지 않은 편입니다. 그 관심이 이성에게 갖는 관심은 아니고, 나와 공통점이 있거나 공통적인 상황에 놓인 사람인 경우가 많고, 그 상황을 함께 공유하고 싶은 마음에 먼저 말을 걸게 됩니다. 보통은 그 사람도 나와 비슷한 마음일 경우가 많아서 대화가 자연스럽게 이어지는 편이었습니다. "
5339,6672,112,1,40,ENFJ,12,"<그렇다> 저는 예술 작품을 보고 해석하는 것이 어렵다고 느끼고, 제가 먼저 해석을 해보지는 않는 것 같습니다. 다만, 예술 작품에 대한 해석을 설명해 준다면 그런 것은 흥미롭게 잘 듣는 편입니다."
5340,6673,112,1,40,ENFJ,13,<그렇다> 저는 이성적이기 보다 감정적인 사람이라고 생각하기 때문에 오히려 이성적으로 판단하거나 행동하려고 노력하는 편인 것 같습니다. 특히 화가 날 경우 감정적으로 해결하기 보다 이성적으로 내 감정을 누르고 냉정해지려고 노력하는 편입니다. 주변의 평가도 저와 비슷한 것 같습니다.
5341,6674,112,1,40,ENFJ,14,"<아니다> 저는 거의 하루 일정을 계획하고 그날은 계획한 일을 어떻게든 하려고 노력하는 편입니다. 심지어 집에서 쉬는 것도 정해 놓는데, '오늘은 아무것도 안 하고 쉴 거야'가 그날의 제 계획인 것입니다. 계획한 대로 하루 일과를 마치면 뿌듯하고 기분이 좋지만, 하기로 한 일을 하지 못했을 경우 약간의 스트레스와 함께 다음 날에라도 꼭 해야 합니다."
5342,6675,112,1,40,ENFJ,15,"<아니다> 저는 다른 사람에게 내가 어떤 사람으로 보일지 중요하게 여기는 편입니다. 어떤 계기가 있었던 것은 아니고, 제가 하는 말이나 행동, 외형적으로 보이는 모습에 따라 다른 사람이 제가 의도한 것과 다르게 오해를 하는 등의 상황이 발생하는 게 싫기 때문입니다."
5343,6676,112,1,40,ENFJ,16,"<그렇다> 저는 소규모라도 단체에 속해 있을 때 편안함을 느끼는 편이며, 함께 공감하고 격려하는 등의 교감이 있을 때 더 신나게 활동할 수 있습니다. 요즘 상황을 보면, 처음에 데이터 라벨링을 시작할 때 혼자 했었는데, 제가 하는 것을 보고 주변의 지인들이 같이 하게 되면서 프로젝트가 생길 때마다 서로 공유하고, 같은 프로젝트에 배정받으면 서로 상의하고 응원하고 독려하면서 업무추진력이 상호 향상되는 것을 느낍니다. "
5344,6677,112,1,40,ENFJ,17,"<아니다> 저는 책이나 영화를 좋아하지만, 결말이 나지 않는 스토리는 좋아하지 않는 편입니다. 만약 이어지는 스토리로 시즌을 나누어 책이 발간되거나 영화가 나온다면 결말이 나올 때까지 보려고 하는 편입니다. "
5345,6678,112,1,40,ENFJ,18,"<그렇다> 제가 혼자 성공하는 경우 물론 기분은 좋지만, 함께 하고 싶은 또는 함께 하고 있는 주변 사람들도 같이 성공했으면 하는 마음이 같이 듭니다. 그래서 되도록 그 사람들도 성공할 수 있도록 도움을 주려고 노력하게 됩니다. 그렇게 해서 그 사람들이 성공을 하게 됐을 때 느끼는 기쁨과 뿌듯함이 더 크고 좋습니다."
5346,6679,112,1,40,ENFJ,19,"<그렇다> 제가 관심을 갖고 있던 일들이 한꺼번에 몰아칠 경우에 어떤 일을 해야 할지 판단을 못하고 헤맬 때가 있습니다. 특히 최근에는 다양한 종류의 라벨링 작업을 동시에 진행함과 동시에 매일 꾸준히 언어 공부도 하고 있고 구독 중인 유튜브 콘텐츠 챙겨보기, 좋아하는 예능 보기 등을 매일같이 하려다 보니 가끔씩 내가 뭘 하려고 했더라? 하며 잠시 생각이 멈출 때가 있습니다."
5347,6680,112,1,40,ENFJ,20,"<그렇다> 어떤 계기가 있었던 것은 아니고, 저는 생각이 많은 편인데 생각이 꼬리에 꼬리를 물고 가다 보면 최악의 경우까지 생각하는 때가 많습니다. 어떤 때는 그 최악의 경우를 상상하다가 눈물을 흘릴 때도 있습니다."
5348,6681,112,1,40,ENFJ,21,<그렇다> 아무래도 지도자는 단체를 이끌어갈 리더십도 필요하고 무언가 결정해야 하는 일이 많다 보니 생각을 오래 많이 하고 결정하는 일을 힘들어하는 제 성격상 지도자 역할을 맡는 것은 힘들 일이라고 생각합니다.
5349,6682,112,1,40,ENFJ,22,"<그렇다> 저는 보통 보편적인 규칙이나 규격에 맞게 생각하고 행동하는 경향이라 창의적인 부분이 부족해서 예술적 성향과는 거리가 멀다고 생각합니다. 창의적으로 생각하고 판단해야 할 때 문제 해결을 힘들어했던 경우가 종종 있었는데, 그럴 때 옆에서 창의적인 해답을 제시하면 나는 왜 그런 생각을 못 하지?라는 생각을 한 적이 있었습니다."
5350,6683,112,1,40,ENFJ,23,"<아니다> 이성적인 판단과 해결이 효율적일 수 있지만, 사람은 감정을 가진 동물이므로 때로는 상대방의 감정을 인정해 주고 공감해 줬을 때 생각보다 문제가 쉽게 해결되는 부분이 있다고 생각하기 때문입니다."
5351,6684,112,1,40,ENFJ,24,"<그렇다> 저는 해야 할 집안일이 있는 상태에서는 휴식을 하더라도 온전히 그 휴식에 집중할 수가 없습니다. 그렇게 되면 쉬면서도 시계를 보면서 몇 분 뒤에는 일어나서 하지 못한 집안일을 끝내야지 하는 계획을 머릿속에서 짜고 있고, 그러면 쉬어도 쉬는 게 아니기 때문에 모든 일을 다 끝낸 상태에서 쉬는 게 마음이 편합니다."
5352,6685,112,1,40,ENFJ,25,"<중립> 논쟁이 격해져서 감정적으로 대응하는 상황에서는 그 논쟁을 바라보는 일이 즐겁지 않지만, 서로 다른 생각과 의견을 건강하게 나누는 논쟁이라면 언제든지 즐겁게 볼 수 있고 저도 기꺼이 그 논쟁에 참여할 수 있습니다."
5353,6686,112,1,40,ENFJ,26,<그렇다> 다른 사람에게 어떻게 보일지 신경 쓰고 보편적인 것을 추구하는 성격이기 때문에 되도록 다른 사람의 주의를 끌지 않으려고 하는 편입니다.
5354,6687,112,1,40,ENFJ,27,"<아니다> 감성이 발생하는 상황과 어떤 감정이 드느냐에 따라서 다른 것 같은데, 되도록 그때그때의 감정이 지나치지 않도록 조절하려는 편인 것 같습니다. 예를 들어 화가 나는 경우, 화가 나자마자 감정을 드러내지 않으려고 여러 번 참다가 잘 넘어가는 경우도 있고, 결국 화가 폭발하는 경우가 있습니다. 기쁘거나 슬픈 상황에서도 주변의 상황을 보고 내가 마음껏 기뻐해도 되는지, 슬퍼해도 되는지를 먼저 살피고 나서 감정을 드러내는 경향인 것 같습니다. "
5355,6688,112,1,40,ENFJ,28,"<중립> 저는 보통 효율적으로 일을 하기 위해 작게라도 계획을 잡고 시작하는 편인데, 두서없고 즉흥적인 사람을 볼 때 당황스럽고 때론 짜증이 나는 경우도 있습니다. "
5356,6689,112,1,40,ENFJ,29,"<그렇다> 제가 어릴 때부터 그랬던 것 같은데, 시험이나 일 등의 마감시한에 임박했을 때 집중력을 최대한 끌어올려서 하는 편입니다. 그러다가 실수하거나 일을 끝내지 못했던 경험이 있어서 최근에는 되도록 미리 끝내려고 노력하고 있고, 미리 끝낸 뒤에 느낄 수 있는 마음의 평화를 즐기고 있습니다."
5357,6690,112,1,40,ENFJ,30,"<그렇다> 종교적으로 저는 전생과 내생을 믿고 있고, 사람의 관계도 인연과 업보로 연결되어 있다고 생각합니다. 그래서 사후 세계도 당연히 있을 거라고 생각하고 그 내용에 대해 흥미롭다고 생각합니다."
5358,6691,112,1,40,ENFJ,31,"<중립> 저는 원래 혼자보다 다른 사람과 함께 시간을 보내는 것을 좋아하는데, 요즘엔 혼자 있는 시간이 좋을 때가 많은 것 같습니다. 아무래도 코로나 상황이 길어지면서 다른 사람들을 예전만큼 자유롭게 만나기 힘들기도 했던 데다가 아이들 방학 기간에 저 혼자만의 시간이 없이 아이들과 북적대는 시간이 많았다 보니 혼자 있는 시간이 오히려 좋아진 건 아닐까 하는 생각이 듭니다."
5359,6692,112,1,40,ENFJ,32,<중립> 개인적으로 이론과 원론이 없는 이야기는 드물다고 생각하기 때문에 행여 지루하더라도 필요하다면 이론 중심의 토론도 해야 하고 원론적인 이야기에도 귀 기울여야 한다고 생각합니다.
5360,6693,112,1,40,ENFJ,33,"<그렇다> 저는 상대방의 이야기를 잘 들어주는 편인데요, 저와 배경이 완전히 다른 사람이라서 공감하기 어렵다면 제가 공감할 수 있도록 상대방의 이야기를 더 많이 듣고 이해하려고 노력하는 편입니다."
5361,6694,112,1,40,ENFJ,34,"<그렇다> 저는 생각을 구체적으로 오래 하는 편이라 결정을 내리기 전까지 갖가지 상황들을 상상하고, 상상하는 모든 상황들을 만족시킬 수 있는 가장 적당한 결정을 찾으려고 하는 편이라서 결정을 내리기까지 오랜 시간이 걸리는 편입니다. 그래서 결정을 내려야만 하는 거의 마지막까지 생각하고 또 생각하는 것 같습니다. "
5362,6695,112,1,40,ENFJ,35,<아니다> 오랜 고민을 하고 결정을 하는 편이라 제가 지금 내린 결정이 틀리면 어떡하나 하는 걱정을 합니다.
5363,6696,112,1,40,ENFJ,36,"<아니다> 예전에는 주말에 모임과 행사에 참석하는 것 자체로 즐거웠는데, 요즘에는 코로나로 인해 모임이나 행사가 많지 않기도 하고, 어쩌다 한 번 모임이 잡히면 가기 전까지 옷이나 헤어스타일에 대해 신경 쓰이고, 모임에서 있을법한 상황들을 상상하면 즐겁기보다는 가기 전부터 조금 피곤함을 느끼기도 합니다. "
5364,6697,112,1,40,ENFJ,37,"<중립> 일부러 미술관을 찾아가지는 않지만, 미술작품이나 예술작품을 감상하는 일이 재미없고 싫지는 않습니다. 예술적인 성향이 부족하기 때문에 작품에 대해 이해를 다 못하지만, 책자나 설명을 듣고 나서 제가 몰랐던 부분을 발견하게 되는 것도 재미있습니다."
5365,6698,112,1,40,ENFJ,38,"<중립> 저는 다른 사람의 감정을 이해하려고 노력하는 편이라서 힘들 때가 많지는 않지만, 그래도 가끔은 이해하기 힘든 경우가 있기도 합니다. 예를 들어 누군가 본인의 감정을 조절하지 못하고 마구 쏟아낼 때는 일단 그런 상황이 불편하고 당황스럽기 때문에 왜 저러나 싶어서 당장 이해하기 힘들지만, 그 상황을 복기하면서 결국에는 그 사람이 왜 그랬는지 이해하려고 노력하게 됩니다."
5366,6699,112,1,40,ENFJ,39,<그렇다> 저는 업무나 개인적인 일이나 할 일을 계획하는 것을 좋아합니다. 계획하지 않으면 시작하기도 힘들고 마음이 불편합니다.
5367,6700,112,1,40,ENFJ,40,"<중립> 보통 긍정적으로 생각하려고 노력하기 때문에 불안함을 거의 느끼지 않지만, 안전과 관련된 문제가 있을 경우 가장 안 좋은 상황까지 생각하는 경향이 있어서 그럴 때는 극도의 불안함을 느끼기도 합니다."
5376,6721,113,0,20,ENFJ,1,<그렇다> 이유는 장애인 시설 실습생이랑 새로운 장애인 이용자 첫 출근할 때나 점심시간에 말 걸어보는 편입니다. 경험은 8년 전에 제가 처음 왔을 때 긴장했지만 처음 보는 친구 다가가면서 적응하는 편입니다.
5377,6722,113,0,20,ENFJ,2,<그렇다> 이유는 장애인 시설 점심(자유) 시간에 요즘 코로나19로 인해 지그재그로 밥 먹지 않고 장애인 시설 책상 한 줄씩 앉아서 밥 먹습니다. 먹고 나면 코로나로 인해 제가 개인적으로 양치하지 않습니다. 이제 앉아서 폰게임 자유 시간으로 즐깁니다.
5378,6723,113,0,20,ENFJ,3,<그렇다> 저는 마음속으로 웁니다. 이유는 같이 울면 장애인 시설 선생님들이 당황하십니다. 제가 다가가며 위로해 주는 말 해줍니다.
5379,6724,113,0,20,ENFJ,4,<그렇다> 저는 일이 잘못되었거나 작업물 불량 발견했을 때 장애인 시설 선생님에게 알립니다. 이유는 장애인 시설 선생님 호출 안 하면 큰일 생길 수도 있으니까요.
5380,6725,113,0,20,ENFJ,5,<아니다> 이유는 평정심 유지 못하는 건 무거운 물건 같은 거 팔 힘이 없습니다. 
5381,6726,113,0,20,ENFJ,6,<그렇다> 저는 교회에서 이미 알고 있는 친구나 교회 선생님에게 대화하는 편입니다. 이유는 예배 끝나고 집 가기 전 간식 받고 선생님과 소통 대화합니다.
5382,6727,113,0,20,ENFJ,7,<아니다> 저는 바운딩이나 폴리곤 연속 작업하고 나면 휴식시간에 가집니다. 이유는 한마디로 피곤하니까요.
5383,6728,113,0,20,ENFJ,8,<그렇다> 저는 회사 일정이나 데이터 라벨링 작업이 생겼을 때 행복합니다. 이유는 메인 회사랑 서브 회사 구분되면서 돈 벌기 많이 생겼으니까요.
5384,6729,113,0,20,ENFJ,9,<그렇다> 저는 스마트폰 메모 앱 이용해서 계획 세웁니다. 이유는 영화관에 제가 좋아하는 영화 나오면 보러 갈수 있으니까요.
5385,6730,113,0,20,ENFJ,10,<아니다> 저는 이해하기 어려운 질문 보이지만 능력 지식은 의심하지 않습니다. 이유는 알기 어려워서요.
5386,6731,113,0,20,ENFJ,11,<그렇다> 저는 자립생활같이 할 좋아하는 사람이 생겨서 쉽습니다. 이유는 나중에 집 생기면요.
5387,6732,113,0,20,ENFJ,12,<아니다> 저는 관심 하나도 없습니다. 이유는 설명하자면 목이 쉬고 아플 수도 있으니까요.
5388,6733,113,0,20,ENFJ,13,<그렇다> 저는 자립생활같이 할 이성친구 따르는 편입니다. 이유는 제가 정말 행복한 표정 미소로 짓습니다.
5389,6734,113,0,20,ENFJ,14,<그렇다> 저는 돈 벌기입니다. 이유는 메인 회사랑 크라우드웍스 재택 일 있어서 편합니다.
5390,6735,113,0,20,ENFJ,15,<아니다> 저는 많이 걱정하지 않고 내 생각입니다. 이유는 생각하면 할수록 더욱더 힘듭니다.
5391,6736,113,0,20,ENFJ,16,<그렇다> 저는 장애인 시설에 11월 부산에 열리는 지스타 게임전시회 열리는 날 즐깁니다. 이유는 제가 게임 굉장히 좋아하니까요.
5392,6737,113,0,20,ENFJ,17,<그렇다> 저는 마블을 좋아합니다. 이유는 모든 영웅들의 스토리 기억하거나 새로운 영화 나오면 행복합니다.
5393,6738,113,0,20,ENFJ,18,<그렇다> 이유는 축하 선물 사고 싶고 칭찬 대화하면서 행복감 주고 싶어요.
5394,6739,113,0,20,ENFJ,19,<그렇다> 이유는 데이터 라벨링이나 회사에서 좋아하는 일 많을 경우 어떤 일 모를 때가 많습니다.
5395,6740,113,0,20,ENFJ,20,<그렇다> 저는 자주 걱정되고 일이 잘못하면.. 이유는 선생님 백 프로 혼날 수도 있으니까요.
5396,6741,113,0,20,ENFJ,21,<그렇다> 저는 역할 맡는 일은 무조건 피하고 싶습니다. 이유는 제가 장애인이므로 오른 다리 오른발 오른팔 모두 불편합니다.
5397,6742,113,0,20,ENFJ,22,<아니다> 저는 미술 엄청 좋아합니다. 이유는 예술적 성향 꽉 찼습니다. 바로 색칠놀이입니다.
5398,6743,113,0,20,ENFJ,23,<중립> 저는 제가 정확하게 답이 모르겠습니다. 이성 중시했다면 저는 화날 거 같습니다.
5399,6744,113,0,20,ENFJ,24,<그렇다> 저는 회사 퇴근 후 무조건 끝내고 싶습니다. 이유는 나에 대한 자유시간 주고 싶습니다.
5400,6745,113,0,20,ENFJ,25,<아니다> 이유는 다른 사람 싸움을 본다면 무섭습니다. 이유는 불안감이 크고 무서움 공포 느낍니다.
5401,6746,113,0,20,ENFJ,26,"<그렇다> 저는 다른 사람 주의 끄는 편입니다. 이유는 제가 다니는 회사 성폭행, 성교육하고 난 뒤에 친구들에게 설명해 주는 편입니다."
5402,6747,113,0,20,ENFJ,27,<그렇다> 저는 다른 사람이 나에게 욕하는 말 들으면 무조건 화납니다. 이유는 짜증이 몰려오고 분노 쌓입니다.
5403,6748,113,0,20,ENFJ,28,<아니다> 저는 자신만큼 효율적이지 못한 건 짜증이 나지 않습니다.
5404,6749,113,0,20,ENFJ,29,<그렇다> 저는 끝까지 다 하고 싶어도 게임이 자꾸 생각하게 됩니다. 이유는 게임하고 싶었습니다.
5405,6750,113,0,20,ENFJ,30,<아니다> 저는 사후 세계 이란 이야기 아무것도 모르겠습니다. 이유는 사후 세계 대한 건 알기 힘드네요.
5406,6751,113,0,20,ENFJ,31,<그렇다> 저는 다른 사람과 보내고 싶고 요즘 회사에서 좋아하는 사람과 대화합니다.
5407,6752,113,0,20,ENFJ,32,<그렇다> 저는 그것이 정확히 지루합니다.. 이유는 이론 중심 토론 아무것도 관심 없습니다. 
5408,6753,113,0,20,ENFJ,33,<그렇다> 공감합니다 이유는 멋진 사진을 보면 행복합니다. 또는 셀카 찍는 게 재밌습니다.
5409,6754,113,0,20,ENFJ,34,<그렇다> 이유는 게임부터 하고 결정 내리는 일 합니다. 아무래도 집안일할때 미룹니다.
5410,6755,113,0,20,ENFJ,35,<그렇다> 저는 두 번 이상 생각하면 힘듭니다. 이유는 다시 시작할 결정 생각하면 머리 아픕니다.
5411,6756,113,0,20,ENFJ,36,<아니다> 저는 행사 1박 2일로 피로로 푸는 편입니다. 이유는 여행 다니면 행복해지니까요.
5412,6757,113,0,20,ENFJ,37,<아니다> 저는 요즘 미술관 가지 않습니다.
5413,6758,113,0,20,ENFJ,38,<그렇다> 저는 다른 사람 알 수 없는 감정 표현하면 이해하기 힘들고 말 걸기 힘듭니다.
5414,6759,113,0,20,ENFJ,39,<그렇다> 저는 우선 평일마다 회사 가는 계획 좋아하고 밤에는 크라우드웍스 작업 확인합니다.
5415,6760,113,0,20,ENFJ,40,<아니다> 저는 현재로서 불안감 전혀 없습니다. 이유는 불안감 느끼면 걱정이 쌓입니다.
5424,6781,114,1,40,ENTJ,1,"<중립> 저는 새로운 친구를 만든다고 생각합니다, 이유는 필요할 때는 만들지만, 특별하게 만들려고 노력을 하지는 않습니다. "
5425,6782,114,1,40,ENTJ,2,<그렇다> 저는 자유 시간 다양한 관심사에 대해 생각합니다. 이유는 자격증을 취득하는 데 신경을 쓰고 있습니다. 
5426,6783,114,1,40,ENTJ,3,<그렇다> 저는 다른 사람이 울고 있을 때 저도 따라 울고 싶어집니다. 이유는 나이가 들어서 그런지 쉽게 동화되는 것 같습니다. 
5427,6784,114,1,40,ENTJ,4,<그렇다> 저는 항상 대비책을 세우는 것 같습니다. 이유는 항상 여러 가지 대비책을 세워 잘못된 경우를 방지하거나 최소화하려고 합니다. 
5428,6785,114,1,40,ENTJ,5,<그렇다> 저는 평정심을 유지하려고 노력합니다. 이유는 최대한 다른 사람에게는 나의 감정을 알리려고 하지 않습니다. 경제적으로 고민이 있을 때도 혼자 해결하려고 하는 편입니다. 
5429,6786,114,1,40,ENTJ,6,<그렇다> 저는 알고 있는 사람과 먼저 대화한다고 생각합니다. 이유는 이미 알고 있는 사람들과 우선 더 친목을 도모한 다음에 새로운 친구들을 사귀거나 하는 것 같습니다. 특별히 이유는 없는 것 같습니다. 
5430,6787,114,1,40,ENTJ,7,<아니다> 저는 하나의 프로젝트를 완전히 끝낸 후 다른 프로젝트를 시작하는 것 같지 않습니다. 이유는 자격증을 취득하고자 하는 경우에도 비슷한 시기의 다양한 자격증을 한꺼번에 공부하여 다양하게 취득하는 것 같습니다. 
5431,6788,114,1,40,ENTJ,8,<중립> 저는 매우 감상적이지 않다 생각합니다. 이유는 감상적인 경우도 있는데 대부분 이성적으로 행동하는 듯합니다. 자녀들의 감정을 보듬어주는 것보다 항상 이성적인 대화가 먼저 생각나는 것 같아요. 
5432,6789,114,1,40,ENTJ,9,<그렇다> 저는 일정이나 목록으로 계획을 세우는 것을 좋아합니다. 이유는 다이어리를 적는 것보다 문서로 계획서를 작성하여 만드는 것을 주로 이용하는 편입니다. 
5433,6790,114,1,40,ENTJ,10,<중립> 저는 거의 제 자신을 조금 믿는 것 같습니다. 이유는 저는 확실하게 아는 것만 이야기하는 것 같습니다. 
5434,6791,114,1,40,ENTJ,11,<그렇다> 저는 새로운 사람과 대화하기 어렵지 않다 생각합니다. 이유는 어느 정도 나이가 든 이후로는 사람에 대한 두려움이 조금 사라졌는지 새로운 장소와 사람에 대한 두려움이 조금 없어지는 것 같습니다. 
5435,6792,114,1,40,ENTJ,12,<그렇다> 저는 예술 작품에 대해 조금은 어렵다고 생각합니다. 이유는 예술가들의 생각을 이해하기가 어려워요. 특히 토론은 더 어려운 것 같습니다. 
5436,6793,114,1,40,ENTJ,13,<그렇다> 저는 이성을 따르는 편입니다. 이유는 저와 주변인 평가가 비슷한 듯합니다. 감정적인 것보다 조금은 더 이성이 우선 되는 듯합니다.
5437,6794,114,1,40,ENTJ,14,<아니다> 저는 계획적인 것을 더 좋아하는 듯합니다. 이유는 가족들과의 나들이도 즉흥적인 것은 좋아하지 않는 듯합니다. 즉흥적인 것보다 계획적인 나들이를 더 선호합니다.
5438,6795,114,1,40,ENTJ,15,<그렇다> 저는 다른 사람이 생각하는 저에 대해 생각을 많이 하는 듯합니다. 이유는 장녀라 그런지 남에게 양보하는 것을 더 많이 한듯합니다. 그러다 보니 남이 어떻게 나를 생각하는 가 고민을 더 많이 하는 듯합니다.
5439,6796,114,1,40,ENTJ,16,<중립> 저는 단체 활동을 좋아할 때도 있지만 그렇지 않을 때도 있습니다. 요즘은 온라인 단체 활동에 신경을 쓰고 있는 듯해요. 예전에는 그렇지 않았거든요.
5440,6797,114,1,40,ENTJ,17,<그렇다> 저는 결말이 있는 책과 영화를 선호합니다. 이유는 다르게 끝났으면 어땠을까 하는 상상을 하는 것이 즐겁기 때문입니다. 특별히 최근에 좋아진 작품은 없습니다.
5441,6798,114,1,40,ENTJ,18,<그렇다> 저는 남의 성공을 돕는 일이 더 뿌듯하다 생각합니다. 이유는 아이와 자격증 공부를 함께 하고 있는데 제가 획득하는 것도 기쁘지만 아이가 취득하니 더 기쁜 생각이 들더라고요. 
5442,6799,114,1,40,ENTJ,19,<중립> 저는 관심사가 많을 때 이것저것 다 해보는 것 같아요. 이유는 관심사 중 어느 것을 더 좋아하게 될지 모르니 전부 관심사에 대해 다 겪어보려고 하고 있습니다. 
5443,6800,114,1,40,ENTJ,20,<그렇다> 저는 일이 잘못될까 걱정을 하는 편입니다. 이유는 혹시 모를 실수로 인해 저에 대한 평판이 나쁘지 않을까 생각 들어서입니다. 
5444,6801,114,1,40,ENTJ,21,<아니다> 저는 지도자 역할을 맡는 것을 좋아합니다. 이유는 학창 시절 학생회장에 줄곧 선출되어 그런지 리더에 대한 부담이 없는 것 같습니다.
5445,6802,114,1,40,ENTJ,22,<그렇다> 저는 예술적 성향이 없다고 생각합니다. 이유는 그림을 봐도 작가의 의도를 전혀 파악할 수 없어서입니다.
5446,6803,114,1,40,ENTJ,23,<그렇다> 저는 감정적인 것보다 이성적이어야 된다고 생각합니다. 이유는 엄청 큰 차이를 보일지는 모르겠지만 무조건 적인 감정적인 대응보다는 한발 물러선 이성적인 대응이 때로는 분란을 막을 수 있는 방편이라고 생각합니다.
5447,6804,114,1,40,ENTJ,24,<아니다> 저는 휴식이 우선이라고 생각합니다. 이유는 일을 하고 퇴근을 했는데 집안일이 먼저 보이면 스트레스입니다. 그렇지만 휴식이 먼저 되어야 집안일도 할 수 있지 않을까 하는 생각이 듭니다.
5448,6805,114,1,40,ENTJ,25,<중립> 저는 논쟁을 하는 것이 즐겁다고 생각을 하지 않습니다. 이유는 논쟁이 필요하다고 생각은 합니다. 그렇다고 즐거운 논쟁은 아니라는 이야기입니다.
5449,6806,114,1,40,ENTJ,26,"<중립> 저는 사람들의 지나친 관심이 좋으면서도 싫은 중립의 입장입니다. 이유는 현재 상태에 따라 다른 것 같아요. 즐기기도 하고, 싫기도 하고요. "
5450,6807,114,1,40,ENTJ,27,<중립> 저는 과거에는 그랬는데 지금은 아닌 것 같습니다. 이유는 아이들이 어릴 때 스트레스 때문인지 감정의 변화가 심했지만 지금은 일을 하며 그런 일이 없어졌습니다. 
5451,6808,114,1,40,ENTJ,28,<그렇다> 저는 약간 그런 것 같습니다. 이유는 좀 더 효율적이고 즉각적인 대응이 필요한 데 느린 업무 처리에 답답하고 짜증이 나는 경우들이 있습니다. 
5452,6809,114,1,40,ENTJ,29,<그렇다> 저는 회사 일을 보고 직전까지 미룬 일이 있습니다. 이유는 회사 일의 흥미가 떨어진 이유도 있는 것 같습니다. 
5453,6810,114,1,40,ENTJ,30,<그렇다> 저는 회사 일을 보고 직전까지 미룬 일이 있습니다. 이유는 회사 일의 흥미가 떨어진 이유도 있는 것 같습니다. 
5454,6811,114,1,40,ENTJ,31,<그렇다> 저는 혼자 있는 시간을 좋아했지만 요즘은 함께 이야기하는 것이 즐겁습니다. 이유는 나이 들어감에 따라 함께 있는 것이 즐겁습니다.
