,User_ID,Gender,Age,MBTI,Q_number,Answer
15550,426,1,20,ESTP,11,아니다. 저는 낯선 사람과 쉽게 대화 하지를 못합니다. 학기 초나 직장이나 모임에 처음 갔을 때 쉽게 친구를 만들지 못합니다.
981,21,1,30,INFP,22,"아니다. 노래를 하거나 그림을 그리는 것, 시를 쓰고 손으로 공예작품을 만드는 것을 좋아하고 즐깁니다."
2456,52,0,40,ISFJ,9,그렇다. 저는 목록을 만들고 실행하지 않으면 안 하는 경우가 많아서 가급적이면 다이어리나 수첩에 그날 해야 할 일을 적고 그대로 하는 편입니다.
9562,200,0,40,INFP,11,그렇다. 저는 타인에게 먼저 다가서는 것이 매우 어렵습니다. 내성적인 성격으로 부끄럽습니다.
631,14,0,30,ESTJ,8,아니다. 감상적이기 보다 이성적이라 생각합니다. 사물의 본질을 이해하고 섭리를 파악하기 위해 이성적인 편이라고 생각합니다.
3685,77,1,30,ENFP,38,아니다. 심리에 관심이 많아서 이해하기 힘들지는 않습니다. 하지만 반복적으로 문제를 일으키는 부분은 이해하기가 힘든 것 같습니다.
10296,215,0,30,INFP,25,그렇다. 논리가 구축되어 가는 과정을 좋아하기 때문에 크게 감정적이지 않은 논쟁을 보는 것은 즐겁습니다.
6699,140,1,40,ISFP,28,"중립. 나에게 크게 피해를 주지 않는 경우에는 상관없다. 하지만 내가 지시한 것들이 제대로 실행되지 않았거나 실수가 있을 때, 해야 할 일을 하지 않고 쉬고 있을 때 매우 화가 납니다."
14156,392,0,30,ENFP,57,그렇다. 저는 논란이 되거나 논쟁을 불러일으킬 수 있는 주제에 관심이 많습니다. 최근 이슈가 되고 있는 연금 개혁 문제에 대해서 관심이 많아 세계 여러 나라의 자료들을 찾아보았던 사례가 있습니다.
12978,358,1,20,ENFP,19,"아니다. 무언가에 한번 꽂히면 일정 기간 그것에 몰두하는 성격입니다. 최근 재테크 특히 주식에 꽂힌 이후로 삶이 상당한 부분에 변화가 있었습니다. 지출과 현금의 관리 및 분배, 거래처의 대금 결제 일정 등을 작은 부분이라도 최대한 이익을 얻을 수 있도록 조절하고 있습니다."
18181,472,0,30,ESTP,2,그렇다. 저는 새로운 취미를 갖는 것에 관심이 많습니다. 다양하게 배워 보고 싶은 것이 많습니다. 현재는 캠핑에 관심이 생겨서 즐겁게 캠핑을 할 수 있는 방법을 찾고 있습니다.
2331,49,0,40,INFJ,28,그렇다. 질문을 바꿔 말하면 나와 닮은 사람을 보면 짜증이 난다고 답하는 게 맞는다고 생각한다. 그 이유는 내 스스로가 효율적이고자 하지만 효율적이지 못한 사람이기 때문이다. 효율적이기 위해서는 변수를 최대한 억제하고 자기 확신이 있어야 한다. 하지만 나는 나도 어쩌지 못하는 변수가 많은 사람이고 이에 휘둘리다 보면 스스로를 의심하는 일이 잦은 사람이기도 하다. 그렇기 때문에 자기혐오에 휩싸이게 되는데 그러한 시선으로 나를 투영할 수 있는 다른 사람의 모습을 보게 될 때 타인이라는 것도 잊은 채 나도 모르게 짜증이 나기도 한다. 마치 같은 옷을 입은 사람을 거리에서 마주친 것처럼 말이다.
12572,341,0,40,ENFP,33,"아니다. 자신과 배경이 다른 사람을 쉽게 공감하는 것은 불가능합니다. 공감이라는 것은 비슷한 경험을 한 사람들끼리 느끼는 것에서부터 시작되고, 설령 다른 상황에서 공감한다 해도 부분적으로 할 뿐이지 쉽게 공감한다는 것은 있을 수 없는 일이라 생각합니다."
6097,128,1,30,ENTP,2,그렇다. 저는 자유 시간 중 대부분의 시간을 책을 읽거나 주변 사람들과 이야기를 나누면서 다양한 영역에 관심을 두고 있습니다. 요즘은 AI 기술에 관심이 많아서 인터넷에 동영상도 많이 시청합니다.
14879,411,1,30,ENTP,60,그렇다. 저는 일이 원하는 대로 진행될 것이라는 자신감이 있습니다. 항상 자신감을 가지고 일을 진행하거나 처리하는 편입니다. 생각하는 대로 이루어지리라 믿기 때문입니다.
15333,422,1,20,INTJ,34,"그렇다. 카메라를 구매한다고 예를 들면, 어떤 카메라가 성능이 좋은지 가격은 타당한지 나에게 당장 필요한지 이걸 사서 내가 할 수 있는 게 무엇인지 등 이성적으로 판단하고 종합적으로 판단을 내린 뒤에 결정을 하는 편입니다.
"
14785,410,1,40,ESTP,26,그렇다. 저는 주목받는 것을 싫어합니다. 이유는 시선이 주목되는 것에 대해 부끄러우면서 부담스러워 사람들이 보게 되면 얼굴이 빨개지며 떨려서 말을 잘 못하기 때문입니다.
2898,61,0,40,ENTP,19,그렇다. 능력에 비해 하고 싶은 일이 많다. 나보다 무언가를 잘하는 사람을 보면 부러워하는 거 자체가 싫어서 나도 잘하고 싶다는 생각이 든다.
15837,430,0,30,ESFP,58,그렇다. 저는 때로는 저보다 더 유능한 사람이라고 판단되면 그 기회를 후배든 선배든 양보하는 편입니다. 그 이유는 저보다는 더 그 일을 잘 할 수 있을 거라는 믿음이 있기 때문입니다.
10551,220,1,30,ENFJ,40,아니다. 저는 불안함이 항상 있지만 티를 내려고 하지 않습니다. 불안함을 극복하기 위해 여러 대안을 항상 준비합니다.
4420,93,0,30,ISFJ,5,중립. 압박감이 심한 환경의 종류에 따라 평정심을 유지하는 정도도 달라지는 편입니다. 최근 두 가지의 경험을 빌려 말씀드리면 첫 번째로 데이터 라벨링 프로젝트 제출 기한이 임박했을 때엔 굉장히 조급했었고 두 번째로 금전적인 압박이 심한 적이 있었는데 주위에 도움을 받으며 대처를 잘했었습니다.
18680,480,0,30,ISTP,21,아니다. 모든 사람들을 컨트롤해야 하고많은 사람들 앞에서 이야기를 해야 해서 그렇습니다
11081,231,0,40,INTP,42,중립. 가끔 저와의 의견이 다른 안건을 듣고 또는 주제가 되곤 합니다. 이럴 때 이 주제나 이야기의 중요성을 먼저 생각하고 중요성에 따라 할애할 시간을 생각하곤 합니다.
2552,54,0,40,INTJ,9,그렇다. 계획을 세우는 일을 좋아해요. 계획을 세우는 것을 좋아하지만 도구를 사용하지는 않아요. 가능한 모든 상황을 머릿속에 그려보아요.
459,10,1,20,ESTJ,28,"그렇다. 마케팅 일을 잠시 했을 때, 타인을 가르치느라 고생한 적이 있다. 나는 한 번 배워서 제대로 했는데 남들은 세 번 배워도 제대로 못할 때, 정말 짜증 나고 화도 났다. 이미 저 사람을 가르치느라 내 시간을 효율적이지 못하게 썼는데, 저 사람은 본인의 업무조차 비효율적으로 했기 때문이다."
1138,24,0,40,ENFP,35,그렇다. 저는 이미 내린 결정에 대해서는 다시 생각하지 않습니다. 이유는 이미 내린 결정은 엎어진 물이고 되돌린다고 해서 달라질 건 없다고 생각합니다. 그리고 이미 내린 결정에 대해서 결정한 대로 실행만 착오 없이 하면 된다고 생각하기 때문입니다.
1665,35,1,30,ENTP,34,중립. 저는 많이 생각하고 결정을 내리기도 하지만 금방 결정할 때도 있어 중립입니다.
16912,449,0,40,ISFJ,53,아니다. 조용하고 사적인 장소를 훨씬 더 좋아합니다 예를 들면 집 같은 장소를요. 사람 상대하는 것도 체력 소모가 크다고 생각합니다.
3837,80,0,30,INTP,46,아니다. 왜 존재하고 무엇 때문에 살아야 하고 내가 태어난 이유가 무언지 무얼 하고 살아야 하는지 자주 생각한다.
17631,462,0,30,ESTP,52,"그렇다. 저는 철학적인 부분에 관심이 없기 때문에 깊게 생각하려고 하지 않고, 시간 낭비라 생각합니다"
2582,54,0,40,INTJ,39,그렇다. 계획한 일을 하는 것을 좋아해요. 갑작스럽게 다른 업무가 주어지면 계획에 없던 일이라 제 일이 아니라는 생각이 커서 하고 싶지 않아요.
15509,425,0,30,ESFP,30,"그렇다. 미지의 세계는 언제나 흥미롭고, 사후세계는 인류의 기원부터 미지의 세계였다. 사후세계에 대해 전 인류가 머리를 짜 고안해낸 온갖 가설과 주장, 종교들은 충분히 흥미롭다."
16167,437,1,20,ESFP,28,아니다. 자신만큼 효율적이지 못한 사람을 봐도 짜증은 나지 않습니다. 제가 군대를 다닐 때 일을 못하는 제 후임이 있었습니다. 그 후임에게 짜증 나기보다는 더 잘할 수 있도록 더 효율적으로 일을 할 수 있도록 도와주었고 안타까운 마음이 들어 후임에게 더 잘해주고 싶은 생각이 들었습니다.
724,16,0,40,ENTP,5,그렇다. 저는 제 자신이 흔들리는 모습을 싫어해요. 압박감으로 인해 일을 그르치는 경우가 더 싫기 때문에 최대한 평정심을 유지하여 일을 해결하려고 해요.
10965,229,1,20,ISTP,22,아니다. 저는 예술적 성향을 꽤 지니고 있다고 생각합니다. 취미로 그리는 그림에 대한 주변의 감상에서 미적 감각이 있다고 자주 들어왔습니다.
14012,388,1,40,ISTJ,33,중립/모르겠다. 나 자신과 배경이 완전히 다른 사람과 이야기하고 그 사람의 경험과 생각을 듣는 것을 매우 좋아하지만 공감할 수 있는지에 대한 문제는 별개라고 생각하기 때문에 공감보다는 흥미롭게 경청하는 편이 저에게는 더 맞는 표현이라고 생각합니다.
2090,44,1,40,INFP,27,그렇다. 대체적으로 감정이 매우 빠르게 변화합니다. 한 가지 상황을 두고 한 감정에 머물기보다는 여러 감정이 수시로 바뀜을 느낍니다.
10374,217,0,20,ENFP,7,"아니다. 하나에 몰두하는 성격이 아니라, 여러 가지 일을 동시에 진행하는 경우가 많아요. 하나를 하다 보면 다른 일도 해야 한다는 생각이 들고, 그러다 보니 동시에 하게 되는 것 같아요."
4685,98,0,30,ESFJ,30,아니다. 저는 사후 세계에 대한 질문이 흥미롭다고 생각하지 않습니다. 이유는 흥미를 유발할 정도의 간접적 체험이라도 필요하다고 생각하기 때문입니다.
3142,66,1,40,ESFJ,23,아니다. 물론 이성도 중요하지만 감정이 없는 세상을 생각한다면 너무 척박할 것 같다는 생각이 든다. 어느 한쪽만 중시하는 것보다는 뭐든지 조화로운 것이 좋은 것이라고 생각한다.
14489,402,1,40,ISFJ,30,그렇다. 사후세계 경험 후기와 같은 영상들을 볼 때 매우 흥미롭다고 생각합니다. 예로부터 전해져 내려오는 자료들이 있다는 것에 신기하기도 하며 궁금증이 가장 많이 생깁니다.
17316,457,0,40,INFP,37,중립/모르겠다. 일반적인 미술관은 좋아하지 않습니다. 관심 있는 것에 관한 행사나 전시회는 좋아합니다.
1811,38,0,40,INFJ,36,중립. 때론 혼자만의 시간도 좋을 때가 있지만 즐거운 파티나 행사가 있으면 그런 부분에 대해서 행복을 느끼기 때문에 좋아한다. 하지만 잦은 파티와 행사는 오히려 피로를 증감시키기 때문에 적당한 조율은 좋은 것 같다.
9732,203,0,30,INFJ,37,그렇다. 작품을 보며 작가의 의도를 생각해 보고 내 나름대로의 상상을 더 해보게 된다.
3527,74,1,30,ISTP,24,그렇다. 집안일을 먼저 끝내 놓으면 집이 깨끗해져서 상쾌하기 때문에 휴식도 맘 편히 쉴 수 있기 때문이에요.
1791,38,0,40,INFJ,16,아니다. 단체 활동을 함으로써 단체라는 조직은 항상 규칙과 룰이 있기 때문에 그런 부분을 지키고 이행하는 과정에서 꼭 트러블이 있기 때문에 그냥 혼자 하는 활동을 주로 좋아한다.
2633,55,0,40,ISFJ,42,중립. 말도 안 되는 의견을 들어주고 이해해 주기는 쉽지 않지만 내가 설득을 해야 한다고 생각이 들 때는 내 시간을 할애해서라도 의견을 나누는 편이다.
4295,90,1,40,INFJ,24,그렇다. 바닥에 머리카락이 많이 떨어져 있으면 거슬려요. 설거지가 쌓여 있으면 스트레스를 받아요. 주변 상황이 정리 정돈되어야 머릿속도 맑아져요.
14633,406,0,20,ISFJ,54,그렇다. 저는 상대방을 잘 관찰하는 편입니다. 상대방의 기분의 변화나 표정 변화를 빨리 알아차리는 것 같습니다.
8912,186,1,30,ISFP,33,중립. 사람을 이해하는데 그 사람의 배경이 중요하다고 생각합니다. 그래서 배경이 완전히 다르면 공감하기 힘든 부분도 있을 거라 생각하지만 사람이 거기서 거기인 부분도 있기에 어느 정도는 공감할 수 있다고 생각합니다.
9258,193,0,40,INTJ,43,아니다. 저는 일도 휴식도 혼자 하는 것을 선호하는 편이여서 친구에게 먼저 전화를 걸어서 만나자고 하는 편은 아니나 요청이 오면 절대 거절 안 하는 편입니다.
10667,223,1,30,INTP,12,"아니다. 영화나 드라마, 웹툰 등의 작품에 대해서 보는 사람의 관점에 따라 다르게 해석되는 것에 흥미가 있어서 해당 부분에 대화하는 것에 관심이 있습니다."
10258,214,0,20,ESFP,35,아니다. 이유는 만약 좋지 못한 결과물이 나왔을 때 한 번은 돌아봅니다.
10356,216,0,30,ISFJ,37,아니다. 저는 미술관에 가는 일은 돈이 되지 않아서 시간 낭비라고 생각해서 싫어해요.
5040,106,1,30,ENTJ,1,그렇다. 저는 다양한 사람들을 만나서 이야기하는 활동을 좋아한다. 처음 보는 사람들과 빨리 친해지고 사람에 대한 궁금증이 많아서 인 것 같다.
2168,46,1,30,ENFJ,9,그렇다. 어플 달력을 필수로 사용하며 앞으로 있는 일을 메모한다. 색깔별로 나누어 적어서 언제든 보기 편하게 작성해둔다.
18399,475,1,30,ENFP,40,아니다. 저는 불안감을 잘 느끼는 편입니다. 걱정도 많은 편인데 타고난 성향인 것 같습니다. 가족들이 모두 비슷한 성향이기 때문입니다.
3275,69,0,40,ENTJ,12,아니다. 전시회에 가서 예술작품을 보고 평을 해보고 다른 사람의 의견을 듣는 일은 책 한두 권을 읽는 것보다 훨씬 가치 있는 일이다.
2333,49,0,40,INFJ,30,"그렇다. 마치 외계인, 우주, 심해를 이야기할 때처럼 미스터리는 언제나 흥미롭다. 우리가 모르는 호기심은 마치 등을 슬금슬금 타고 오르는 가려움처럼 좀이 쑤시고 가만히 있지 못하게 만들기 때문이다."
1760,37,1,40,ESFJ,33,그렇다. 저는 배경이 다른 친구들이 많습니다. 살아오면서 바뀐 경우도 있고 서로 다양한 배경에서 사는 이야기를 들으며 내가 만약 그런 배경이라면 하고 생각할 수 있을 것 같습니다. 친구들 만날 때마다 상상하지 못한 이야기를 듣곤 합니다.
17797,465,0,30,INTP,38,아니다. 친구랑 영화를 보거나 드라마를 볼 때 같은 장면에서 친구는 울고 나는 그렇지 않더라도 친구는 슬플 수도 있다고 생각해요.
15145,417,0,20,ISTP,26,그렇다. 저는 다른 사람의 주의를 끌지 않으려고 하는 편입니다. 누군가가 저에게 집중되는 것이 부담스러워요. 때문에 저는 주로 앞장서는 것보다 뒤에서 조용히 서포터 하는 편입니다.
2945,62,1,40,ESTP,18,아니다. 남의 성공을 돕는 것도 좋지만 내가 성공하지 않는다면 나에게 패배감을 느끼고 질투를 느낄 거 같고 나는 나의 성공이 더 중요하기 때문이다.
8564,179,1,40,INTP,21,그렇다. 앞에 나서서 얘기하는 것도 좋아하지 않고 그 많은 사람들을 통솔하고 챙겨줘야 하는 것은 부담스럽기 때문입니다. 그 많은 사람의 불평과 요구를 들어주는 것은 생각만 해도 머리 아프고 고통스러워서 가능한 한 피하고 싶습니다.
5976,125,1,30,ESFJ,25,그렇다. 상대적으로 내가 직접 토론을 하거나 논쟁하는 것을 좋아하지 않은 관계로 다른 사람의 논쟁을 보는 것으로 대리 만족을 하는 것 같다.
9999,209,0,40,INFP,16,아니다. 저는 단체나 공동체의 참여를 즐기지 않는 편입니다. 어딘가에 얽매이거나 계획에 맞춰서 행동해야 하는 것을 크게 즐기지 않기 때문입니다. 지금도 여전히 개인적인 행동이 편하고 그렇게 지내는 걸 더 선호하고 있습니다.
11517,240,0,40,ISTJ,46,아니다. 저는 인간의 존재와 삶의 이유에 대해 깊이 생각하지 않습니다. 이유는 이미 정해진 답을 굳이 생각을 할 필요가 없다고 생각합니다. 인간의 존재는 태어날 때 이미 정해진 것이며 삶의 이유가 있어서 사는 것이 아닌 살아가기 때문에 이유가 생기기 때문입니다.
15922,433,1,40,INFP,23,아니다. 나는 이성도 중요하지만 감정이 더 중요하다고 생각한다. 사람들이 이성적으로 판단한다면 그건 사람보다는 기계에 더 가까운 게 아닐까? 너무 감정적이라면 문제가 될 수도 있겠지만 이성과 감정적 중 하나를 고르라면 나는 감정을 고를 것 같다. 이성을 중시한 세상은 정도 없고 삭막하기만 할 것 같다.
15086,416,0,40,ISFP,27,그렇다. 저는 영화를 보면서 감정이 빠르게 변합니다. 이유는 타인의 표정이나 감정에 잘 동화되어 슬펐다가 기뻤다가 합니다.
5284,111,0,40,ENFJ,5,"중립. 어느 정도의 압박감은 충분히 평정심을 유지하지만, 많은 사람들이 압박하는 경우는 어려움을 느낍니다."
17804,465,0,30,INTP,45,아니다. 지난 일에 대해 크게 생각하지 않는 편입니다. 이전에 실수했다면 앞으로 안 하면 되는 것이죠.
11016,230,1,40,ESFJ,25,아니다. 저는 다름 사람의 논쟁을 바라보는 일을 좋아하지 않습니다. 이유는 시끄러운 것보다 조용한 걸 더 좋아하기 때문에 남들의 논쟁을 보며 시간 낭비하는 걸 즐기지는 않습니다.
43,1,1,30,INFP,44,그렇다. 차질이 생기면 그 부분만 다르게 하고 원래 계획으로 돌아가기 위해 노력합니다. 최근 여행 갔을 때 가려고 한 식당이 없어져 다른 곳에서 밥을 먹고 원래 계획대로 행동했습니다
7812,163,0,20,ISFP,37,중립. 원래 예술을 별로 좋아하지 않았었는데 요즘에는 조금씩 미술관이나 음악 감상을 하면서 예술 쪽 감성을 늘리려고 하고 있습니다.
8037,168,0,30,ENTJ,22,아니다. 예술작품을 만드는 손재주는 거의 없지만 예술작품을 보는 눈은 있다. 미술관 가는 것을 좋아한다.
18586,478,0,30,ESTJ,47,중립/모르겠다. 어릴 땐 감정에 휘둘렸는데 지금은 그렇지 않다. 주위의 평가도 내 생각과 비슷한 것 같다.
4969,104,1,40,ESTJ,26,그렇다. 주목받는 것은 기대감을 이끌어 내는 사람이 되는 것이라고 생각한다. 그 기대감에 대한 부담감이 싫다. 지도자의 바로 밑에 있으려 하는 것이 그 이유인 것 같이 주목받는 것도 어깨가 무거워져서 싫다.
116,3,0,40,ISTP,21,그렇다. 지도자 역할 맡는 건 그만큼 신경 써야 할 일이 많아지고 스트레스도 많아진다는 의미로 가능한 피하고 싶은 게 맞다.
8813,184,0,30,ENFJ,30,아니다. 사후 세계가 있을 수도 있다는 생각은 가지고 있지만 흥미롭다고는 생각하지 않는 편입니다. 저는 지금 살고 있는 현생이 더 중요하거든요.
17173,455,1,40,INTP,14,아니다. 저는 계획 없이 즉흥적으로 일을 하는 것을 좋아하지 않습니다. 즉흥적으로 했을 경우 중요한 일을 놓치는 경우가 많고 시간을 효율적으로 사용하지 못해 더디게 결과를 도출해 내는 경우가 많아서 계획을 하고 진행하는 것을 선호합니다.
8499,178,0,30,ENFP,4,"중립. 원래는 그냥 한 가지로 밀고 나가는 성격이었는데, 그러다가 낭패를 본 적이 많아서 나이가 들고 나서는 제2 안, 제3 안을 만들어 놓고 대응하려 노력하는 편입니다."
15649,427,1,30,ESFJ,50,그렇다. 높게 평가했다가 실망하는 것보다 생각하지 못한 면을 보고 좋은 평가를 받는 것이 좋을 것 같습니다.
16404,441,0,30,ENTP,25,"그렇다. 각자 사람마다 가지고 있는 가치관과 성향이 다르기 때문에 그 사람들의 논쟁을 들어본다면, 재미있는 논쟁과 토론이 이어지기 때문에 보는 것을 좋아합니다."
13015,358,1,20,ENFP,56,"아니다. 목표 혹은 결과를 이루기 위해 최선의 방법 혹은 최고의 효율적인 방법이라면 단계를 건너뛸 수 있는 것이라면 건너뛰는 것이 합당하다고 생각합니다. 다만, 그것이 윤리나 도덕에 벗어나지 않는 선에서 말이죠. 마을 지원 사업 대표를 맡고 있는 상황에서 공공기관에서 지원금을 받기 위해 각 호마다 견적서와 서류를 받아서 근거로 제출해야 하는 것이 원칙이지만 결국 마을을 대상으로 통으로 나오는 지원금이기에 최종 견적 금액과 서류 양식에 하자만 없게 만들어서 그 과정을 간소화하고 사업을 진행한 적이 있습니다."
13023,360,1,30,ISFP,4,"중립/모르겠다. 대비를 한다고는 하는데 막상 일이 들이닥치면 대부분 대비책이 무의미 해진다. 이유는 대비를 안 해놓으면 계속 불안증에 시달린다.

"
10746,224,1,20,ENTP,43,그렇다. 주기적으로 친구를 만나야 하는 성격이에요. 각 친구마다 함께 하고 싶은 것도 다 달라서 친구들에게 제안을 하는 연락을 먼저 하는 편이에요.
8953,187,1,30,ISFJ,26,중립. 다른 사람의 주의를 끌었을 때 금방 얼굴이 빨개지는 편이라 주의를 끌지 않으려고 할 때도 있다. 하지만 친한 지인들과의 자리에서는 주의를 끌고 웃기려고 노력도 한다.
6479,135,0,30,ESFP,48,그렇다. 나 스스로도 부족한 사람이라 생각하기 때문에 상대방을 깎아내리거나 험담하려 하지 않는다. 그런 상황을 목격했을 때는 이야기하지 않거나 상황이 지났을 때 나중에 따로 얘기해 주는 편이다.
16214,438,1,20,ENTJ,15,그렇다. 저는 걱정하지 않는 편입니다. 이유는 걱정을 하며 사는 것은 피곤하고 걱정한다고 달라질 것은 거의 없다 생각하기 때문입니다.
1626,34,1,40,ESFP,43,그렇다. 저는 친구들에게 먼저 만나자고 연락합니다. 저의 스케줄에 맞춰서 연락하는 편입니다.
18351,474,1,30,ENTP,52,"아니다. 저는 아닙니다. 닭이 먼저냐, 알이 먼저냐 물으면 답은 없지만 시간 낭비라고 생각하지는 않습니다. 철학은 원래 그런 거니까요."
10148,212,1,30,ESFJ,21,그렇다. 저는 지도자 역할은 피하고 싶습니다. 지도자 서포터 역할 정도는 좋으나 모든 이의 이목과 집중을 받고 책임져야 하는 지도자는 피하고 싶습니다.
5333,112,1,40,ENFJ,6,"그렇다. 파티나 행사에 갈 경우 보통 이미 알고 있는 사람을 만나러 가는 게 목적인 경우가 많고, 그 사람들과 먼저 대화를 마친 이후라면 새로운 사람과 대화하는 것도 가능합니다. 꼭 필요한 경우라면 새로운 사람에게 먼저 나 자신을 소개하는 게 어렵지는 않습니다."
8352,175,0,40,ENFP,1,중립. 주기적으로 새로운 친구를 만들지는 않아요. 그러나 다가오는 친구는 마다하지 않지요. 친구들마다 장단점이 있어서 많은 친구를 사귀려고 하지요.
13716,382,1,30,INFJ,37,아니다. 저는 별로 좋아하지 않습니다. 이유는 뚜렷한 답이 정해지지 않은 예술 분야를 좋아하지 않기 때문입니다.
6246,131,0,30,INFJ,7,"중립. 저는 하나의 프로젝트를 완전히 완료 후 다른 프로젝트를 시작하는 것을 선호하지만, 보통 주변 상황이 중간중간 다른 일을 해야 하는 경우가 많기 때문에 주변 상황에 맞춰서 조율을 합니다."
10939,228,0,30,ISTJ,44,그렇다. 계획에 차질이 생긴다면 다른 계획을 새로 수립할 정신이 있지 않습니다. 업무에 있어서도 다시 원점으로 돌아가서 생각하려는 노력을 기울이는 편입니다.
2280,48,1,30,ISTP,25,중립. 저는 토론이나 내가 해당이 안 될 상황이면 양쪽 입장을 들어보며 이해하려 하지만 싸우게 되려고 하면 싫을 때가 많고 피하려고 합니다.
13076,360,1,30,ISFP,57,아니다. 뉴스 덕에 전혀 관심이 없다. 너무 자주 보고 너무 질질 끌어서 질린듯하다.
10824,226,1,40,ISFJ,25,그렇다. 사람마다 생각의 차이가 있기 때문에 어떤 말이 나올지 어떤 행동을 할지가 궁금하고 색다르다고 생각해서입니다.
4834,101,1,30,ISFP,35,그렇다. 한번 결정을 내리는데 시간을 너무 많이 할애하기 때문에 한번 결정 내리면 다시 생각하지 않는 편입니다.
15273,421,0,30,ESFP,34,아니다. 저는 결정을 미루지 않아요. 이유는 결정을 미룬다고 하도 그 문제가 해결되지 않고 그 찰나의 시간 동안  미루어지는 것이고 언젠가는 결정을 해야하는 거라 결정을 내려야 한다고 생각합니다.
979,21,1,30,INFP,20,아니다. 운칠기삼이라고 생각합니다. 제가 할 수 있는 일을 모두 해둔 뒤에는 운에 맡깁니다.
3819,80,0,30,INTP,28,아니다. 딱히 효율적이지 못하다 생각이 들지도 않지만 나와 비슷한 사람을 본다면 돕고 싶을 것이다.
18263,473,1,20,ENFP,24,그렇다. 저는 그렇습니다. 이유는 일을 다 끝내고 쉬어야 마음이 더욱 편하니까요.
9808,205,1,40,ISTP,17,그렇다. 결말이 불친절한 스타일을 싫어하는 편은 아닙니다. 여러 사람과 그것을 토론하고 싶진 않지만 그 결말에 대해 혼자 직접 찾아보며 정보를 얻는 것을 좋아합니다. 최근에는 그런 이유로 버닝이라는 영화를 재밌게 보았습니다.
15834,430,0,30,ESFP,55,아니다. 저는 압박감을 느낀 경우가 없습니다. 항상 주위 사람들로부터 당당하고 기운 넘친다는 말을 많이 듣습니다.
9974,208,0,40,INFJ,39,아니다. 저는 계획성 있게 시간을 보내는 편이지만 매일 할 일을 계획하는 일을 좋아하지는 않습니다.
1179,25,0,30,ENTJ,28,아니다. 사람마다 경험에 따른 능력치가 다르기에 저보다 못한 사람을 본다고 해서 짜증이 나지는 않습니다.
1018,22,1,40,ISFJ,11,아니다.  저는 관심 가는 사람에게 말을 걸고 싶어도 어려운 편입니다. 아이 학교 친구 엄마와 가깝게 지내고 싶고 그런 자리가 마련되어도 대화를 많이 못 하고 집에 와서 후회하는 편입니다. 연락처를 받고도 먼저 연락하지 못하는 경우가 많습니다.
2955,62,1,40,ESTP,28,그렇다. 일을 할 때 효율적으로 생각하고 하는 편인데 감정을 위주로 하거나 자신만의 생각을 강요하는 사람을 보면 화가 난다. 일례로 봉사를 하는데 각자 맡은 부분을 책임지고 분업화하면 효율적인데 이해를 하지 못하는 사람을 봤을 때 짜증이 났었다.
8940,187,1,30,ISFJ,13,그렇다. 감정적이 성향이지만 상황이 닥치면 이성적으로 판단하려고 노력한다. 주변의 평가도 그러하다.
18194,472,0,30,ESTP,15,아니다. 저는 다른 사람들을 많이 의식하는 편입니다. 내가 이렇게 행동했을 때 다른 사람들이 어떻게 생각할지 혹은 내가 어떻게 보일지 의식하고 걱정하는 편입니다.
11827,305,0,40,ENTJ,8,아니다. 저는 그렇지 않은 것 같습니다.  이유는 제 스스로 생각하기에도 매우 현실적이고 이성적이다 보니 딸아이가 속상해서 투덜대는 말을 듣다가도 감정적으로 공감하기보다는 그 일에 대한 원인 및 해결 방안을 먼저 제시하려 하는 편인 것 같습니다.
3371,71,1,30,ESFJ,12,그렇다. 예술 작품에 대해서 크게 관심이 있지 않아서 그냥 감상만 하는 편이고 다양한 해석을 하거나 토론하지는 않습니다.
2400,51,0,40,ISTP,1,아니다. 저는 새로운 만남을 즐기지 않는 편입니다. 이유는 어색함이 싫기 때문이다.
4646,97,0,30,ESTJ,39,"중립. 매일 할 일을 까지 세세하게 계획하는 것을 즐기진 않습니다. 업무, 중요한 여행이나 일정이 있을 때는 계획하는 것을 좋아합니다."
16209,438,1,20,ENTJ,10,그렇다. 저는 의심한 적이 있습니다. 이유는 면접에서 탈락하야 면접 능력이 부족하다고 생각했습니다.
6007,126,1,40,ESFP,8,그렇다. 저는 감상적인 편입니다. 하나의 객관적인 상황에서도 왜 이런 일이 생긴 걸까? 하는 의구심이 생겨 여러 가지 다양한 상황에 대해 생각하며 이해하려고 하는 편이에요.
3029,64,1,30,ESFP,6,"아니다. 이미 알고 있는 사람들과 또 얘기하는 것보단, 새로운 사람을 사귀는 것을 더 좋아하기 때문에 새로운 사람에게 먼저 다가가고, 제가 먼저 저를 소개하는 것에 거리낌이 없는 편입니다."
9252,193,0,40,INTJ,37,아니다. 저는 미술관에는 태어나서 한 번도 가본 적이 없습니다. 가보고 싶지도 않습니다. 미술 같은 예술과는 거리가 아주 먼 사람입니다.
9485,198,1,40,ISFP,30,그렇다. 저는 사후 세계에 대한 이야기가 재밌다고 생각합니다. 과거와 현재는 경험하고 있지만 그 후의 세계는 경험할 수가 없으니까요.
2075,44,1,40,INFP,12,아니다. 알거나 모르거나 예술 작품의 다양한 해석에 대한 토론에 관심은 있습니다. 상식이 부족해 직접 깊이 토론하지 못함이 아쉬울 뿐입니다.
